date,timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,returns,sma_20,sma_50,ema_12,ema_26,macd,signal,rsi,bollinger_upper,bollinger_middle,bollinger_lower,atr
2023-07-23,1690070400000,29793.99,30350.0,29730.0,30083.75,18292.78637,1690156799999,548940321.09158660,519434,8889.35695000,266761143.41169810,0,BTC,0.009725112438746075,30257.201,,30081.5844792167,30067.499723856803,14.084755359897827,124.03688526013404,49.04546920348276,31045.63493667514,30257.201,29468.767063324864,731.5971428571429
2023-07-24,1690156800000,30083.75,30099.58,28861.9,29176.5,39628.99691,1690243199999,1162562413.81901540,869107,18047.66786000,529388757.49158140,0,BTC,-0.03015747704325422,30177.7005,,29942.340713183363,30001.499744311855,-59.15903112849264,87.3977019824087,36.8264539677325,31064.426678383457,30177.7005,29290.97432161654,741.7328571428573
2023-07-25,1690243200000,29176.5,29376.0,29047.65,29228.91,21565.7478,1690329599999,629531351.11456640,533797,10257.29455000,299466722.19760850,0,BTC,0.001796308673075897,30113.9055,,29832.582141924384,29944.270874362828,-111.68873243844428,47.580415098238106,34.62116713065478,31081.44742028808,30113.9055,29146.36357971192,728.4985714285714
2023-07-26,1690329600000,29228.91,29690.0,29096.94,29351.96,33931.63366,1690415999999,995569172.13968360,750401,15987.94266000,469155943.83416000,0,BTC,0.0042098730332400525,30086.732,,29758.64027393602,29900.395994780396,-141.7557208443759,9.713187909715309,38.34559190299555,31109.083666195467,30086.732,29064.380333804533,715.6278571428572
2023-07-27,1690416000000,29351.95,29567.49,29083.85,29222.78,22476.47626,1690502399999,659594157.34435760,583045,10384.95749000,304728875.73123620,0,BTC,-0.004401068957575638,30030.636,,29676.200231792016,29850.202217389255,-174.00198559723867,-27.02984679167549,17.804511364980755,31114.648454723563,30030.636,28946.623545276434,639.2307142857145
2023-07-28,1690502400000,29222.78,29542.22,29123.12,29314.14,23993.61627,1690588799999,702705076.83786600,543177,11422.36141000,334588917.08832910,0,BTC,0.003126328159059444,29982.1115,,29620.498657670167,29810.49390499005,-189.99524731988276,-59.622926897316944,29.33682872182257,31104.459160130795,29982.1115,28859.763839869203,545.5950000000004
2023-07-29,1690588800000,29314.14,29406.92,29256.18,29352.9,10851.36844,1690675199999,318276733.87664310,339750,5443.09222000,159659088.16467640,0,BTC,0.0013222287947045608,29941.721,,29579.329633413217,29776.598060175973,-197.26842676275555,-87.15202687040467,30.73496017902984,31094.729615586573,29941.721,28788.71238441343,542.7264285714288
2023-07-30,1690675200000,29352.9,29449.0,29033.24,29281.09,15706.97441,1690761599999,459830379.65098240,454846,7720.41654000,226012721.37053510,0,BTC,-0.0024464362976061027,29885.196999999996,,29533.446612888103,29739.8937594222,-206.44714653409756,-111.01105080314325,30.55546467306843,31051.97963027867,29885.196999999996,28718.414369721322,545.4828571428573
2023-07-31,1690761600000,29281.09,29530.0,29101.8,29232.25,22605.48964,1690847999999,663025204.20723460,563115,11029.22580000,323482162.29208640,0,BTC,-0.0016679706937139382,29815.7045,,29487.108672443777,29702.290517983518,-215.1818455397406,-131.84520975046274,31.1302869571377,30963.085289110582,29815.7045,28668.323710889417,527.6571428571432
2023-08-01,1690848000000,29232.26,29739.25,28585.7,29705.99,44719.65162,1690934399999,1299160215.07792410,900141,21831.75056000,634595648.94353090,0,BTC,0.01620607377126304,29782.003999999997,,29520.78272283704,29702.56455368844,-181.78183085139972,-141.83253397065016,47.04918917252437,30898.783777893386,29782.003999999997,28665.224222106608,558.069285714286
2023-08-02,1690934400000,29705.99,30047.5,28927.5,29186.01,48181.65141,1691020799999,1419729744.64975190,945158,22953.81440000,676256840.27505930,0,BTC,-0.01750421379661149,29668.593,,29469.279227015955,29664.301253415222,-195.0220263992669,-152.47043245637352,38.2014369710061,30492.67961374373,29668.593,28844.50638625627,607.5600000000003
2023-08-03,1691020800000,29186.0,29433.33,28968.0,29193.64,26476.91994,1691107199999,773302705.49476290,651970,12901.09228000,376856740.48839370,0,BTC,0.00026142662186434684,29612.6745,,29426.873192090425,29629.437456865948,-202.56426477552304,-162.48919892020342,39.76849352051839,30404.058549623805,29612.6745,28821.290450376197,580.3335714285719
2023-08-04,1691107200000,29193.65,29333.08,28807.54,29113.99,23551.95217,1691193599999,686643453.39309040,544850,10539.62903000,307284659.32142800,0,BTC,-0.002728333979592712,29553.897999999997,,29378.737316384206,29591.256163764767,-212.51884738056106,-172.49512861227495,36.60837841237896,30307.324453941572,29553.897999999997,28800.471546058423,593.9178571428575
2023-08-05,1691193600000,29114.0,29152.23,28978.64,29072.13,11645.52018,1691279999999,338478560.12182470,331924,5491.49620000,159611625.16587780,0,BTC,-0.0014377967430778682,29495.905,,29331.566960017408,29552.802373856266,-221.23541383885822,-182.24318565759162,37.44691802856781,30206.926820155237,29495.905,28784.88317984476,579.6100000000004
2023-08-06,1691280000000,29072.13,29205.09,28991.88,29088.42,13178.1972,1691366399999,383209498.87775050,338654,6471.24487000,188192943.69621700,0,BTC,0.0005603304608226001,29443.426,,29294.159735399346,29518.403679496543,-224.24394409719753,-190.6433373455128,30.87235424569819,30108.34376521693,29443.426,28778.50823478307,550.5535714285717
2023-08-07,1691366400000,29088.43,29276.78,28701.03,29211.06,30966.87746,1691452799999,899492595.68127170,671438,15375.49318000,446702609.56457520,0,BTC,0.004216110740975276,29411.0225,,29281.375160722524,29495.63748101532,-214.26232029279709,-195.36713393496967,50.95091349328641,30053.42484481697,29411.0225,28768.620155183027,503.2728571428574
2023-08-08,1691452800000,29211.06,30244.0,29146.45,29770.42,45700.53392,1691539199999,1352934531.66596730,877168,24189.62133000,716161501.57303640,0,BTC,0.019148911405474367,29404.083000000002,29956.557599999996,29356.612828303674,29515.991741680853,-159.37891337717883,-188.1694898234115,61.64963535055821,30026.51394135987,29404.083000000002,28781.652058640135,558.2157142857146
2023-08-09,1691539200000,29770.41,30160.0,29376.67,29581.99,38003.88725,1691625599999,1130396850.09741150,750252,18700.85778000,556446376.25178500,0,BTC,-0.006329437072100319,29393.182500000003,29982.037600000003,29391.28623933388,29520.88050155635,-129.5942622224684,-176.45444430322289,54.81328964273314,29993.668360541742,29393.182500000003,28792.696639458263,571.8064285714289
2023-08-10,1691625600000,29581.99,29738.0,29320.2,29455.75,23463.45373,1691711999999,692863472.08772490,513691,11204.06553000,330886650.20038180,0,BTC,-0.0042674613844437825,29370.884,29971.274800000003,29401.203740974823,29516.056019959582,-114.85227898475932,-164.1340112395302,54.88081321048024,29923.033935296968,29370.884,28818.73406470303,567.1035714285715
2023-08-11,1691712000000,29455.76,29564.52,29252.45,29426.03,20637.0443,1691798399999,607176051.30153670,437828,9803.94004000,288451712.10020850,0,BTC,-0.0010089710837443144,29352.4855,29962.096999999998,29405.023165440234,29509.3874258885,-104.36426044826658,-152.18006108127747,52.40628830727541,29868.619754932533,29352.4855,28836.351245067464,559.4585714285713
